	sequence	start	end	Ne_A	Ne_A_B	Ne_B	T	me	lnCl
7705	iphiclides_podalirius.IP_504.chromosome_14	13249333	13368118	710000.0	1200000.0	490000.0	2181320.0	7.142857142857142e-08	-89277.31524472016
7706	iphiclides_podalirius.IP_504.chromosome_14	13277095	13389174	710000.0	1200000.0	490000.0	2181320.0	1.224489795918367e-07	-90936.27883857043
7707	iphiclides_podalirius.IP_504.chromosome_14	13295986	13407865	710000.0	1200000.0	490000.0	2181320.0	1.9387755102040812e-07	-90249.75154827168
7708	iphiclides_podalirius.IP_504.chromosome_14	13319208	13430632	710000.0	1300000.0	490000.0	2181320.0	1.020408163265306e-07	-91766.94582995857
7709	iphiclides_podalirius.IP_504.chromosome_14	13347693	13462925	510000.0	1600000.0	490000.0	2181320.0	8.163265306122447e-08	-90557.63567864316
7710	iphiclides_podalirius.IP_504.chromosome_14	13368052	13483995	510000.0	1700000.0	490000.0	2181320.0	4.0816326530612233e-08	-88973.28246357951
7711	iphiclides_podalirius.IP_504.chromosome_14	13389109	13500781	510000.0	1700000.0	490000.0	2181320.0	1.0204081632653058e-08	-88012.60762499602
7712	iphiclides_podalirius.IP_504.chromosome_14	13407754	13518343	510000.0	1600000.0	390000.0	2181320.0	1.0204081632653058e-08	-85038.63074276793
7713	iphiclides_podalirius.IP_504.chromosome_14	13430567	13536151	510000.0	1400000.0	390000.0	2181320.0	0.0	-83466.75685770986
7714	iphiclides_podalirius.IP_504.chromosome_14	13462830	13555539	510000.0	1200000.0	490000.0	2181320.0	2.0408163265306117e-08	-85985.37924197214
7715	iphiclides_podalirius.IP_504.chromosome_14	13483893	13582540	510000.0	1200000.0	490000.0	2181320.0	4.0816326530612233e-08	-87587.1061539581
7716	iphiclides_podalirius.IP_504.chromosome_14	13500714	13600428	510000.0	1300000.0	490000.0	2181320.0	5.10204081632653e-08	-87444.50548643812
7717	iphiclides_podalirius.IP_504.chromosome_14	13518296	13640366	510000.0	1500000.0	490000.0	2181320.0	7.142857142857142e-08	-89480.93575533306
7718	iphiclides_podalirius.IP_504.chromosome_14	13536107	13681171	510000.0	1700000.0	490000.0	2181320.0	7.142857142857142e-08	-88791.29153583427
7719	iphiclides_podalirius.IP_504.chromosome_14	13555462	13705013	410000.0	2100000.0	490000.0	2181320.0	3.0612244897959183e-08	-87397.5488961233
7720	iphiclides_podalirius.IP_504.chromosome_14	13582453	13730760	410000.0	2100000.0	390000.0	2181320.0	3.0612244897959183e-08	-84548.69440965522
7721	iphiclides_podalirius.IP_504.chromosome_14	13600361	13773923	410000.0	2200000.0	390000.0	2181320.0	4.0816326530612233e-08	-83030.29045545423
7722	iphiclides_podalirius.IP_504.chromosome_14	13640299	13814253	510000.0	2400000.0	390000.0	2181320.0	3.0612244897959183e-08	-86640.66741114327
7723	iphiclides_podalirius.IP_504.chromosome_14	13681105	13833484	510000.0	2400000.0	490000.0	2181320.0	2.0408163265306117e-08	-89082.00657690613
7724	iphiclides_podalirius.IP_504.chromosome_14	13704941	13857158	510000.0	2000000.0	390000.0	2181320.0	1.020408163265306e-07	-88020.23279491729
7725	iphiclides_podalirius.IP_504.chromosome_14	13730763	13925995	510000.0	1700000.0	390000.0	2181320.0	1.1224489795918366e-07	-86032.87059150348
7726	iphiclides_podalirius.IP_504.chromosome_14	13773851	13981486	510000.0	1400000.0	390000.0	2181320.0	1.1224489795918366e-07	-84579.36218774438
7727	iphiclides_podalirius.IP_504.chromosome_14	13814173	14059209	410000.0	800000.0	390000.0	2181320.0	1.1224489795918366e-07	-76686.3425622445
7728	iphiclides_podalirius.IP_504.chromosome_15	3024	289007	410000.0	900000.0	290000.0	2181320.0	1.0204081632653058e-08	-74152.7484972613
7729	iphiclides_podalirius.IP_504.chromosome_15	78347	303446	410000.0	1000000.0	390000.0	2181320.0	0.0	-76785.63439422914
7730	iphiclides_podalirius.IP_504.chromosome_15	159719	322459	510000.0	900000.0	390000.0	2181320.0	0.0	-78277.0575109393
7731	iphiclides_podalirius.IP_504.chromosome_15	174142	381810	510000.0	1100000.0	290000.0	2181320.0	1.0204081632653058e-08	-79603.17704613824
7732	iphiclides_podalirius.IP_504.chromosome_15	224489	396599	510000.0	1200000.0	290000.0	2181320.0	0.0	-79536.9110686863
7733	iphiclides_podalirius.IP_504.chromosome_15	288938	489254	510000.0	1300000.0	290000.0	2181320.0	0.0	-78594.99013128698
7734	iphiclides_podalirius.IP_504.chromosome_15	303374	530499	510000.0	1300000.0	290000.0	2181320.0	1.0204081632653058e-08	-79472.77850005378
7735	iphiclides_podalirius.IP_504.chromosome_15	322395	554426	510000.0	1500000.0	290000.0	2181320.0	0.0	-80244.01016754481
7736	iphiclides_podalirius.IP_504.chromosome_15	381715	576689	410000.0	1700000.0	290000.0	2181320.0	1.0204081632653058e-08	-79933.47162554532
7737	iphiclides_podalirius.IP_504.chromosome_15	396523	598454	410000.0	1600000.0	390000.0	2181320.0	0.0	-81510.42177293326
7738	iphiclides_podalirius.IP_504.chromosome_15	489189	633382	510000.0	1600000.0	390000.0	2181320.0	0.0	-82898.77110905433
7739	iphiclides_podalirius.IP_504.chromosome_15	530403	650682	510000.0	1600000.0	390000.0	2181320.0	0.0	-82059.46705727138
7740	iphiclides_podalirius.IP_504.chromosome_15	554361	668662	510000.0	1400000.0	390000.0	2181320.0	0.0	-82015.39210342921
7741	iphiclides_podalirius.IP_504.chromosome_15	576601	687666	510000.0	1300000.0	290000.0	2181320.0	0.0	-81354.04014688397
7742	iphiclides_podalirius.IP_504.chromosome_15	598389	705676	610000.0	1200000.0	290000.0	2181320.0	0.0	-81458.11343173342
7743	iphiclides_podalirius.IP_504.chromosome_15	633305	725098	610000.0	1200000.0	390000.0	2181320.0	0.0	-82629.84230564133
7744	iphiclides_podalirius.IP_504.chromosome_15	650682	741231	510000.0	1200000.0	390000.0	2181320.0	0.0	-82858.13040581031
7745	iphiclides_podalirius.IP_504.chromosome_15	668595	759977	510000.0	1200000.0	390000.0	2181320.0	0.0	-81886.72001973366
7746	iphiclides_podalirius.IP_504.chromosome_15	687600	777647	510000.0	1300000.0	390000.0	2181320.0	3.0612244897959183e-08	-85173.59120880556
7747	iphiclides_podalirius.IP_504.chromosome_15	705606	814013	510000.0	1400000.0	390000.0	2181320.0	4.0816326530612233e-08	-85466.4443344005
7748	iphiclides_podalirius.IP_504.chromosome_15	725034	829104	510000.0	1400000.0	390000.0	2181320.0	4.0816326530612233e-08	-85316.55628688983
7749	iphiclides_podalirius.IP_504.chromosome_15	741157	842493	410000.0	1400000.0	390000.0	2181320.0	6.122448979591838e-08	-85159.58878209426
7750	iphiclides_podalirius.IP_504.chromosome_15	759912	861320	510000.0	1500000.0	390000.0	2181320.0	6.122448979591838e-08	-85565.09954096339
7751	iphiclides_podalirius.IP_504.chromosome_15	777572	877304	510000.0	1500000.0	390000.0	2181320.0	3.0612244897959183e-08	-83866.03372827686
7752	iphiclides_podalirius.IP_504.chromosome_15	813947	894021	510000.0	1500000.0	390000.0	2181320.0	1.0204081632653058e-08	-82988.51618127839
7753	iphiclides_podalirius.IP_504.chromosome_15	829034	908630	510000.0	1500000.0	390000.0	2181320.0	1.0204081632653058e-08	-82074.67995770817
7754	iphiclides_podalirius.IP_504.chromosome_15	842427	922515	610000.0	1400000.0	290000.0	2181320.0	3.0612244897959183e-08	-82501.20811399542
7755	iphiclides_podalirius.IP_504.chromosome_15	861252	936255	610000.0	1400000.0	390000.0	2181320.0	1.0204081632653058e-08	-83377.90731094843
7756	iphiclides_podalirius.IP_504.chromosome_15	877238	956218	510000.0	1400000.0	390000.0	2181320.0	0.0	-82895.50815614499
7757	iphiclides_podalirius.IP_504.chromosome_15	893953	973587	610000.0	1400000.0	390000.0	2181320.0	0.0	-84202.08050206861
7758	iphiclides_podalirius.IP_504.chromosome_15	908623	993790	510000.0	1400000.0	390000.0	2181320.0	0.0	-83659.65174230264
7759	iphiclides_podalirius.IP_504.chromosome_15	922449	1010441	510000.0	1600000.0	390000.0	2181320.0	0.0	-83560.46143586379
7760	iphiclides_podalirius.IP_504.chromosome_15	936190	1025502	510000.0	1500000.0	390000.0	2181320.0	0.0	-84529.69173542249
7761	iphiclides_podalirius.IP_504.chromosome_15	956151	1040961	610000.0	1400000.0	390000.0	2181320.0	1.0204081632653058e-08	-86035.86035620283
7762	iphiclides_podalirius.IP_504.chromosome_15	973522	1055007	610000.0	1400000.0	390000.0	2181320.0	3.0612244897959183e-08	-86961.0518533409
7763	iphiclides_podalirius.IP_504.chromosome_15	993708	1076428	610000.0	1300000.0	490000.0	2181320.0	4.0816326530612233e-08	-88741.525060455
7764	iphiclides_podalirius.IP_504.chromosome_15	1010370	1104308	610000.0	1200000.0	490000.0	2181320.0	4.0816326530612233e-08	-87793.21854956278
7765	iphiclides_podalirius.IP_504.chromosome_15	1025437	1121165	610000.0	1000000.0	590000.0	2181320.0	3.0612244897959183e-08	-87559.72965018294
7766	iphiclides_podalirius.IP_504.chromosome_15	1040892	1138859	610000.0	1100000.0	590000.0	2181320.0	7.142857142857142e-08	-88042.15658701122
7767	iphiclides_podalirius.IP_504.chromosome_15	1054939	1153181	610000.0	1200000.0	490000.0	2181320.0	1.020408163265306e-07	-87418.89915675815
7768	iphiclides_podalirius.IP_504.chromosome_15	1076363	1168143	510000.0	1200000.0	490000.0	2181320.0	8.163265306122447e-08	-86790.09015625229
7769	iphiclides_podalirius.IP_504.chromosome_15	1104243	1189583	510000.0	1300000.0	490000.0	2181320.0	1.3265306122448975e-07	-87313.08926878267
7770	iphiclides_podalirius.IP_504.chromosome_15	1121098	1208384	510000.0	1200000.0	490000.0	2181320.0	1.3265306122448975e-07	-86202.81498842934
7771	iphiclides_podalirius.IP_504.chromosome_15	1138794	1221894	510000.0	1200000.0	390000.0	2181320.0	1.4285714285714285e-07	-84082.19818272254
7772	iphiclides_podalirius.IP_504.chromosome_15	1153117	1241899	510000.0	1300000.0	390000.0	2181320.0	1.1224489795918366e-07	-85292.80254927085
7773	iphiclides_podalirius.IP_504.chromosome_15	1168078	1256951	510000.0	1200000.0	390000.0	2181320.0	6.122448979591838e-08	-84598.30202061837
7774	iphiclides_podalirius.IP_504.chromosome_15	1189518	1276156	610000.0	1100000.0	390000.0	2181320.0	4.0816326530612233e-08	-83740.79158143936
7775	iphiclides_podalirius.IP_504.chromosome_15	1208314	1292271	610000.0	1100000.0	390000.0	2181320.0	4.0816326530612233e-08	-84247.05361192409
7776	iphiclides_podalirius.IP_504.chromosome_15	1221829	1308041	610000.0	1000000.0	490000.0	2181320.0	2.0408163265306117e-08	-84722.71020100737
7777	iphiclides_podalirius.IP_504.chromosome_15	1241834	1327995	510000.0	900000.0	490000.0	2181320.0	1.0204081632653058e-08	-82956.93347648693
7778	iphiclides_podalirius.IP_504.chromosome_15	1256884	1344105	510000.0	1000000.0	490000.0	2181320.0	1.0204081632653058e-08	-83354.81232808267
7779	iphiclides_podalirius.IP_504.chromosome_15	1276090	1357176	510000.0	1100000.0	490000.0	2181320.0	1.0204081632653058e-08	-83286.30234545983
7780	iphiclides_podalirius.IP_504.chromosome_15	1292206	1382156	410000.0	1200000.0	390000.0	2181320.0	0.0	-82146.30123650782
7781	iphiclides_podalirius.IP_504.chromosome_15	1307952	1402067	510000.0	1400000.0	390000.0	2181320.0	0.0	-83124.42809482409
7782	iphiclides_podalirius.IP_504.chromosome_15	1327927	1416598	510000.0	1200000.0	390000.0	2181320.0	0.0	-83460.30059348853
7783	iphiclides_podalirius.IP_504.chromosome_15	1344041	1430133	510000.0	1200000.0	390000.0	2181320.0	0.0	-83234.61061815523
7784	iphiclides_podalirius.IP_504.chromosome_15	1357122	1444444	510000.0	1200000.0	390000.0	2181320.0	0.0	-82063.84859281762
7785	iphiclides_podalirius.IP_504.chromosome_15	1382084	1472497	610000.0	1300000.0	390000.0	2181320.0	0.0	-83478.06879653233
7786	iphiclides_podalirius.IP_504.chromosome_15	1402001	1488703	510000.0	1200000.0	390000.0	2181320.0	1.0204081632653058e-08	-83405.82710642826
7787	iphiclides_podalirius.IP_504.chromosome_15	1416529	1504455	510000.0	1400000.0	390000.0	2181320.0	4.0816326530612233e-08	-84157.63369363808
7788	iphiclides_podalirius.IP_504.chromosome_15	1430066	1524778	510000.0	1400000.0	390000.0	2181320.0	5.10204081632653e-08	-84267.86354768588
7789	iphiclides_podalirius.IP_504.chromosome_15	1444378	1538217	510000.0	1300000.0	390000.0	2181320.0	5.10204081632653e-08	-84486.84305053626
7790	iphiclides_podalirius.IP_504.chromosome_15	1472433	1553380	510000.0	1300000.0	390000.0	2181320.0	6.122448979591838e-08	-82711.64801480909
7791	iphiclides_podalirius.IP_504.chromosome_15	1488638	1618553	510000.0	1200000.0	290000.0	2181320.0	6.122448979591838e-08	-80641.11362258952
7792	iphiclides_podalirius.IP_504.chromosome_15	1504391	1712039	510000.0	1100000.0	290000.0	2181320.0	2.0408163265306117e-08	-77748.85880693211
7793	iphiclides_podalirius.IP_504.chromosome_15	1524712	1731385	410000.0	1100000.0	290000.0	2181320.0	1.0204081632653058e-08	-77497.07479974099
7794	iphiclides_podalirius.IP_504.chromosome_15	1538150	1754504	510000.0	1000000.0	290000.0	2181320.0	1.0204081632653058e-08	-77877.02809548557
7795	iphiclides_podalirius.IP_504.chromosome_15	1553368	1823014	510000.0	1000000.0	290000.0	2181320.0	2.0408163265306117e-08	-77669.20522006131
7796	iphiclides_podalirius.IP_504.chromosome_15	1618484	1886820	510000.0	1100000.0	290000.0	2181320.0	3.0612244897959183e-08	-79311.89625903351
7797	iphiclides_podalirius.IP_504.chromosome_15	1711973	1968547	510000.0	1200000.0	290000.0	2181320.0	3.0612244897959183e-08	-80302.49340942441
7798	iphiclides_podalirius.IP_504.chromosome_15	1731314	1994381	610000.0	1300000.0	290000.0	2181320.0	3.0612244897959183e-08	-81293.39414515579
7799	iphiclides_podalirius.IP_504.chromosome_15	1754415	2011886	510000.0	1600000.0	390000.0	2181320.0	0.0	-83046.82539244977
7800	iphiclides_podalirius.IP_504.chromosome_15	1822934	2027598	510000.0	1700000.0	390000.0	2181320.0	0.0	-84219.69665008437
7801	iphiclides_podalirius.IP_504.chromosome_15	1886743	2044437	510000.0	1800000.0	390000.0	2181320.0	0.0	-84003.43812310728
7802	iphiclides_podalirius.IP_504.chromosome_15	1968483	2064039	510000.0	1500000.0	390000.0	2181320.0	3.0612244897959183e-08	-85081.47841384898
7803	iphiclides_podalirius.IP_504.chromosome_15	1994289	2095234	510000.0	1500000.0	490000.0	2181320.0	1.0204081632653058e-08	-84926.16583871093
7804	iphiclides_podalirius.IP_504.chromosome_15	2011807	2115225	510000.0	1300000.0	390000.0	2181320.0	3.0612244897959183e-08	-83458.95871371975
7805	iphiclides_podalirius.IP_504.chromosome_15	2027531	2132042	510000.0	1200000.0	390000.0	2181320.0	2.0408163265306117e-08	-82146.49588714402
7806	iphiclides_podalirius.IP_504.chromosome_15	2044367	2155639	510000.0	1200000.0	390000.0	2181320.0	1.0204081632653058e-08	-81358.69125549383
7807	iphiclides_podalirius.IP_504.chromosome_15	2063974	2170195	410000.0	1400000.0	390000.0	2181320.0	1.0204081632653058e-08	-83365.63389731571
7808	iphiclides_podalirius.IP_504.chromosome_15	2095164	2185237	410000.0	1200000.0	490000.0	2181320.0	1.0204081632653058e-08	-83765.13655935702
7809	iphiclides_podalirius.IP_504.chromosome_15	2115159	2203466	510000.0	1200000.0	490000.0	2181320.0	3.0612244897959183e-08	-84928.30779390394
7810	iphiclides_podalirius.IP_504.chromosome_15	2131932	2239410	510000.0	1100000.0	490000.0	2181320.0	4.0816326530612233e-08	-85036.08311884843
7811	iphiclides_podalirius.IP_504.chromosome_15	2155572	2256452	510000.0	1000000.0	490000.0	2181320.0	5.10204081632653e-08	-85200.71953133999
7812	iphiclides_podalirius.IP_504.chromosome_15	2170124	2272875	610000.0	1000000.0	490000.0	2181320.0	2.0408163265306117e-08	-84123.86776681122
7813	iphiclides_podalirius.IP_504.chromosome_15	2185170	2295713	610000.0	1000000.0	490000.0	2181320.0	3.0612244897959183e-08	-86231.00736138872
7814	iphiclides_podalirius.IP_504.chromosome_15	2203398	2320189	710000.0	900000.0	390000.0	2181320.0	6.122448979591838e-08	-83680.44027738554
7815	iphiclides_podalirius.IP_504.chromosome_15	2239330	2334688	710000.0	900000.0	490000.0	2181320.0	1.020408163265306e-07	-84647.39742310921
7816	iphiclides_podalirius.IP_504.chromosome_15	2256388	2351990	710000.0	1000000.0	490000.0	2181320.0	1.020408163265306e-07	-86411.92977598014
7817	iphiclides_podalirius.IP_504.chromosome_15	2272784	2370387	610000.0	1100000.0	490000.0	2181320.0	1.6326530612244893e-07	-86567.47149691588
7818	iphiclides_podalirius.IP_504.chromosome_15	2295648	2384521	510000.0	1100000.0	490000.0	2181320.0	1.4285714285714285e-07	-84732.39489815787
7819	iphiclides_podalirius.IP_504.chromosome_15	2320099	2397487	510000.0	1100000.0	490000.0	2181320.0	1.530612244897959e-07	-83801.63830927729
7820	iphiclides_podalirius.IP_504.chromosome_15	2334617	2418117	410000.0	1100000.0	490000.0	2181320.0	1.4285714285714285e-07	-83777.48072249121
7821	iphiclides_podalirius.IP_504.chromosome_15	2351926	2437817	410000.0	1000000.0	490000.0	2181320.0	1.6326530612244893e-07	-82045.09166749293
7822	iphiclides_podalirius.IP_504.chromosome_15	2370315	2458852	410000.0	900000.0	490000.0	2181320.0	1.6326530612244893e-07	-80560.25121761844
7823	iphiclides_podalirius.IP_504.chromosome_15	2384454	2477301	510000.0	800000.0	490000.0	2181320.0	1.6326530612244893e-07	-80760.05672708491
7824	iphiclides_podalirius.IP_504.chromosome_15	2397407	2501737	510000.0	900000.0	490000.0	2181320.0	1.4285714285714285e-07	-83551.66326467904
7825	iphiclides_podalirius.IP_504.chromosome_15	2418052	2517075	510000.0	1000000.0	590000.0	2181320.0	8.163265306122447e-08	-85138.03414625548
7826	iphiclides_podalirius.IP_504.chromosome_15	2437751	2542416	410000.0	1100000.0	490000.0	2181320.0	8.163265306122447e-08	-84483.10952454951
7827	iphiclides_podalirius.IP_504.chromosome_15	2458788	2562130	510000.0	1100000.0	490000.0	2181320.0	4.0816326530612233e-08	-85181.90971524487
7828	iphiclides_podalirius.IP_504.chromosome_15	2477233	2574854	410000.0	1200000.0	390000.0	2181320.0	5.10204081632653e-08	-82295.86226513669
7829	iphiclides_podalirius.IP_504.chromosome_15	2501671	2635599	410000.0	1200000.0	390000.0	2181320.0	2.0408163265306117e-08	-81403.32538257525
7830	iphiclides_podalirius.IP_504.chromosome_15	2517009	2682991	410000.0	1000000.0	290000.0	2181320.0	2.0408163265306117e-08	-76657.40232006478
7831	iphiclides_podalirius.IP_504.chromosome_15	2542348	2706473	410000.0	1000000.0	290000.0	2181320.0	2.0408163265306117e-08	-76384.72822918068
7832	iphiclides_podalirius.IP_504.chromosome_15	2562066	2723230	410000.0	1100000.0	290000.0	2181320.0	1.0204081632653058e-08	-76256.63634378719
7833	iphiclides_podalirius.IP_504.chromosome_15	2574788	2743513	410000.0	1100000.0	390000.0	2181320.0	0.0	-79094.52325602503
7834	iphiclides_podalirius.IP_504.chromosome_15	2635530	2771950	510000.0	1200000.0	390000.0	2181320.0	2.0408163265306117e-08	-81071.15063397338
7835	iphiclides_podalirius.IP_504.chromosome_15	2682925	2791118	510000.0	1500000.0	390000.0	2181320.0	1.0204081632653058e-08	-84569.33248511203
7836	iphiclides_podalirius.IP_504.chromosome_15	2706400	2809455	510000.0	1600000.0	390000.0	2181320.0	1.0204081632653058e-08	-85756.83922176216
7837	iphiclides_podalirius.IP_504.chromosome_15	2723153	2829110	510000.0	1600000.0	390000.0	2181320.0	3.0612244897959183e-08	-87339.02175188182
7838	iphiclides_podalirius.IP_504.chromosome_15	2743440	2844215	510000.0	1500000.0	390000.0	2181320.0	4.0816326530612233e-08	-86888.11105728513
7839	iphiclides_podalirius.IP_504.chromosome_15	2771880	2859074	510000.0	1500000.0	390000.0	2181320.0	2.0408163265306117e-08	-86537.03005215582
7840	iphiclides_podalirius.IP_504.chromosome_15	2791051	2883542	510000.0	1400000.0	390000.0	2181320.0	5.10204081632653e-08	-85995.47739887191
7841	iphiclides_podalirius.IP_504.chromosome_15	2809391	2902500	510000.0	1400000.0	390000.0	2181320.0	5.10204081632653e-08	-85069.39492435567
7842	iphiclides_podalirius.IP_504.chromosome_15	2829041	2929168	610000.0	1100000.0	390000.0	2181320.0	2.0408163265306117e-08	-83553.72593482974
7843	iphiclides_podalirius.IP_504.chromosome_15	2844151	2948282	510000.0	1400000.0	390000.0	2181320.0	1.0204081632653058e-08	-84140.14476298707
7844	iphiclides_podalirius.IP_504.chromosome_15	2859001	2993203	510000.0	1600000.0	390000.0	2181320.0	1.0204081632653058e-08	-83504.59964739652
7845	iphiclides_podalirius.IP_504.chromosome_15	2883472	3015786	510000.0	1700000.0	290000.0	2181320.0	1.0204081632653058e-08	-81510.82590510999
7846	iphiclides_podalirius.IP_504.chromosome_15	2902434	3050256	610000.0	1700000.0	290000.0	2181320.0	1.0204081632653058e-08	-82899.69999525891
7847	iphiclides_podalirius.IP_504.chromosome_15	2929101	3067048	510000.0	2000000.0	290000.0	2181320.0	1.0204081632653058e-08	-80985.69034217818
7848	iphiclides_podalirius.IP_504.chromosome_15	2948211	3116545	510000.0	1800000.0	290000.0	2181320.0	0.0	-80987.12391399426
7849	iphiclides_podalirius.IP_504.chromosome_15	2993137	3140813	510000.0	1600000.0	290000.0	2181320.0	0.0	-80633.66132187979
7850	iphiclides_podalirius.IP_504.chromosome_15	3015717	3175317	510000.0	1600000.0	390000.0	2181320.0	0.0	-81442.44751901986
7851	iphiclides_podalirius.IP_504.chromosome_15	3050187	3209577	510000.0	1500000.0	290000.0	2181320.0	1.0204081632653058e-08	-80521.46206005213
7852	iphiclides_podalirius.IP_504.chromosome_15	3066984	3230131	510000.0	1300000.0	390000.0	2181320.0	0.0	-81204.63161988725
7853	iphiclides_podalirius.IP_504.chromosome_15	3116476	3248038	510000.0	1300000.0	390000.0	2181320.0	0.0	-81646.34539370575
7854	iphiclides_podalirius.IP_504.chromosome_15	3140749	3290908	510000.0	1300000.0	390000.0	2181320.0	0.0	-80758.03749737356
7855	iphiclides_podalirius.IP_504.chromosome_15	3175238	3357518	610000.0	1000000.0	390000.0	2181320.0	2.0408163265306117e-08	-81744.65244033319
7856	iphiclides_podalirius.IP_504.chromosome_15	3209513	3376933	510000.0	1100000.0	390000.0	2181320.0	2.0408163265306117e-08	-82771.37908732223
7857	iphiclides_podalirius.IP_504.chromosome_15	3230065	3394267	510000.0	1200000.0	390000.0	2181320.0	2.0408163265306117e-08	-83937.31885407692
7858	iphiclides_podalirius.IP_504.chromosome_15	3247973	3412712	610000.0	900000.0	390000.0	2181320.0	3.0612244897959183e-08	-81640.2778110669
7859	iphiclides_podalirius.IP_504.chromosome_15	3290841	3432490	510000.0	1000000.0	390000.0	2181320.0	3.0612244897959183e-08	-82159.72261205043
7860	iphiclides_podalirius.IP_504.chromosome_15	3357454	3475993	410000.0	1200000.0	390000.0	2181320.0	2.0408163265306117e-08	-81063.02821742046
7861	iphiclides_podalirius.IP_504.chromosome_15	3376861	3495237	410000.0	1200000.0	390000.0	2181320.0	5.10204081632653e-08	-81448.87171950791
7862	iphiclides_podalirius.IP_504.chromosome_15	3394203	3514776	410000.0	1200000.0	390000.0	2181320.0	7.142857142857142e-08	-80818.67291133669
7863	iphiclides_podalirius.IP_504.chromosome_15	3412638	3530254	410000.0	1200000.0	390000.0	2181320.0	8.163265306122447e-08	-81582.96969010071
7864	iphiclides_podalirius.IP_504.chromosome_15	3432425	3559430	410000.0	1300000.0	390000.0	2181320.0	1.1224489795918366e-07	-83199.22146541513
7865	iphiclides_podalirius.IP_504.chromosome_15	3475927	3581689	510000.0	1300000.0	390000.0	2181320.0	7.142857142857142e-08	-83918.83049943874
7866	iphiclides_podalirius.IP_504.chromosome_15	3495237	3600225	510000.0	1200000.0	390000.0	2181320.0	4.0816326530612233e-08	-83450.71497160388
7867	iphiclides_podalirius.IP_504.chromosome_15	3514706	3617526	510000.0	1300000.0	390000.0	2181320.0	5.10204081632653e-08	-83563.17172190282
7868	iphiclides_podalirius.IP_504.chromosome_15	3530182	3637238	510000.0	1200000.0	390000.0	2181320.0	5.10204081632653e-08	-84070.99346602017
7869	iphiclides_podalirius.IP_504.chromosome_15	3559363	3680675	510000.0	900000.0	390000.0	2181320.0	6.122448979591838e-08	-81232.74635789481
7870	iphiclides_podalirius.IP_504.chromosome_15	3581616	3712322	510000.0	800000.0	390000.0	2181320.0	9.183673469387754e-08	-78212.75937152261
7871	iphiclides_podalirius.IP_504.chromosome_15	3600161	3724962	410000.0	500000.0	390000.0	2181320.0	1.224489795918367e-07	-74230.63744471237
7872	iphiclides_podalirius.IP_504.chromosome_15	3617459	3740874	410000.0	500000.0	290000.0	2181320.0	1.530612244897959e-07	-71634.78685936535
7873	iphiclides_podalirius.IP_504.chromosome_15	3637173	3757068	410000.0	500000.0	290000.0	2181320.0	1.1224489795918366e-07	-70702.1625745687
7874	iphiclides_podalirius.IP_504.chromosome_15	3680607	3785334	410000.0	400000.0	290000.0	2181320.0	8.163265306122447e-08	-69262.72728676032
7875	iphiclides_podalirius.IP_504.chromosome_15	3712257	3802337	410000.0	500000.0	290000.0	2181320.0	5.10204081632653e-08	-71767.74409516613
7876	iphiclides_podalirius.IP_504.chromosome_15	3724898	3818682	410000.0	800000.0	290000.0	2181320.0	3.0612244897959183e-08	-75068.45849618362
7877	iphiclides_podalirius.IP_504.chromosome_15	3740797	3833570	510000.0	900000.0	290000.0	2181320.0	3.0612244897959183e-08	-77090.01515387693
7878	iphiclides_podalirius.IP_504.chromosome_15	3756999	3942323	510000.0	900000.0	390000.0	2181320.0	0.0	-77544.23590585885
7879	iphiclides_podalirius.IP_504.chromosome_15	3785265	3968078	610000.0	1100000.0	390000.0	2181320.0	0.0	-81266.58821861561
7880	iphiclides_podalirius.IP_504.chromosome_15	3802267	3998655	710000.0	900000.0	390000.0	2181320.0	4.0816326530612233e-08	-80944.3574937409
7881	iphiclides_podalirius.IP_504.chromosome_15	3818617	4016497	810000.0	700000.0	390000.0	2181320.0	1.020408163265306e-07	-80741.89905595066
7882	iphiclides_podalirius.IP_504.chromosome_15	3833501	4059755	810000.0	700000.0	290000.0	2181320.0	2.5510204081632646e-07	-79788.72785168281
7883	iphiclides_podalirius.IP_504.chromosome_15	3942256	4087302	710000.0	700000.0	290000.0	2181320.0	2.755102040816326e-07	-78346.59857336059
7884	iphiclides_podalirius.IP_504.chromosome_15	3968078	4106912	610000.0	900000.0	290000.0	2181320.0	2.040816326530612e-07	-80321.48569918633
7885	iphiclides_podalirius.IP_504.chromosome_15	3998569	4121131	510000.0	1100000.0	390000.0	2181320.0	7.142857142857142e-08	-81527.80349524983
7886	iphiclides_podalirius.IP_504.chromosome_15	4016433	4134303	510000.0	1300000.0	290000.0	2181320.0	5.10204081632653e-08	-80012.82070794964
7887	iphiclides_podalirius.IP_504.chromosome_15	4059668	4150211	510000.0	1300000.0	390000.0	2181320.0	0.0	-80736.49892912128
7888	iphiclides_podalirius.IP_504.chromosome_15	4087228	4166969	510000.0	1500000.0	390000.0	2181320.0	1.0204081632653058e-08	-82361.17686455269
7889	iphiclides_podalirius.IP_504.chromosome_15	4106844	4218294	510000.0	1400000.0	390000.0	2181320.0	1.0204081632653058e-08	-81288.21087365902
7890	iphiclides_podalirius.IP_504.chromosome_15	4121064	4264733	510000.0	1300000.0	390000.0	2181320.0	2.0408163265306117e-08	-81698.65223137084
7891	iphiclides_podalirius.IP_504.chromosome_15	4134239	4303946	510000.0	1200000.0	390000.0	2181320.0	3.0612244897959183e-08	-83724.25743999994
